I_COMMODITY,I_COMMODITY_SDESC,CTY_CODE,Aug,Sep,Oct
400259,"ACRYLONITRILE-BUTADIENE RUBBER, EXC LATEX, NESOI",0026,2267659.0,2005313.0,3798521.0
400259,"ACRYLONITRILE-BUTADIENE RUBBER, EXC LATEX, NESOI",5880,1931081.0,862558.0,1563029.0
400259,"ACRYLONITRILE-BUTADIENE RUBBER, EXC LATEX, NESOI",5XXX,2267659.0,2006899.0,3798521.0
400270,ETHYLENE-PROPYLENE-NONCONJUGATED DIENE RUBBER,0027,48560.0,43500.0,75895.0
400270,ETHYLENE-PROPYLENE-NONCONJUGATED DIENE RUBBER,5570,48560.0,43500.0,75895.0
400299,SYNTHETIC RUB & FACTICE DERIVED FROM OILS NESOI,0014,1485689.0,996681.0,1118343.0
400299,SYNTHETIC RUB & FACTICE DERIVED FROM OILS NESOI,0022,2015895.0,1195448.0,1445162.0
400299,SYNTHETIC RUB & FACTICE DERIVED FROM OILS NESOI,0023,571964.0,202342.0,387760.0
400299,SYNTHETIC RUB & FACTICE DERIVED FROM OILS NESOI,0026,1485689.0,996681.0,1118343.0
400299,SYNTHETIC RUB & FACTICE DERIVED FROM OILS NESOI,4120,571964.0,202342.0,309628.0
400299,SYNTHETIC RUB & FACTICE DERIVED FROM OILS NESOI,4XXX,571964.0,202342.0,387760.0
400299,SYNTHETIC RUB & FACTICE DERIVED FROM OILS NESOI,5700,41758.0,3575.0,60941.0
400299,SYNTHETIC RUB & FACTICE DERIVED FROM OILS NESOI,5880,1443931.0,993106.0,1057402.0
400299,SYNTHETIC RUB & FACTICE DERIVED FROM OILS NESOI,5XXX,1485689.0,996681.0,1118343.0
4003,"RECLAIM RUB IN PRIMARY FORM/PLATES, SHEETS/STRIP",0014,50078.0,5088.0,26956.0
4003,"RECLAIM RUB IN PRIMARY FORM/PLATES, SHEETS/STRIP",0026,50078.0,5088.0,26956.0
4003,"RECLAIM RUB IN PRIMARY FORM/PLATES, SHEETS/STRIP",5XXX,50078.0,5088.0,26956.0
400300,"RECLAIM RUB IN PRIMARY FORM/PLATES, SHEETS/STRIP",0014,50078.0,5088.0,26956.0
400300,"RECLAIM RUB IN PRIMARY FORM/PLATES, SHEETS/STRIP",0026,50078.0,5088.0,26956.0
400300,"RECLAIM RUB IN PRIMARY FORM/PLATES, SHEETS/STRIP",5XXX,50078.0,5088.0,26956.0
4005,"COMPOUNDED RUBBER, UNVULCANISED, PRIMARY FORMS ETC",0027,38243.0,36965.0,136052.0
4005,"COMPOUNDED RUBBER, UNVULCANISED, PRIMARY FORMS ETC",5570,16405.0,3281.0,136052.0
400510,"RUB, UNVULCANIZED, COMPOUND W/ CARBON BLK/SILICA",0026,73240.0,66420.0,116160.0
400510,"RUB, UNVULCANIZED, COMPOUND W/ CARBON BLK/SILICA",5XXX,73240.0,64729.0,116160.0
400520,"RUB, UNVULCANIZED, IN SOLUTIONS; DISPERSIONS",0014,16405.0,3281.0,46706.0
400520,"RUB, UNVULCANIZED, IN SOLUTIONS; DISPERSIONS",0026,16405.0,3281.0,46706.0
400520,"RUB, UNVULCANIZED, IN SOLUTIONS; DISPERSIONS",0027,16405.0,3281.0,39371.0
400520,"RUB, UNVULCANIZED, IN SOLUTIONS; DISPERSIONS",5570,16405.0,3281.0,39371.0
400520,"RUB, UNVULCANIZED, IN SOLUTIONS; DISPERSIONS",5XXX,16405.0,3281.0,46706.0
4007,VULCANIZED RUBBER THREAD AND CORD,0014,79182.0,9532.0,14440.0
4007,VULCANIZED RUBBER THREAD AND CORD,0022,9860.0,3315.0,3400.0
4007,VULCANIZED RUBBER THREAD AND CORD,5700,19525.0,6217.0,8320.0
4007,VULCANIZED RUBBER THREAD AND CORD,5880,9860.0,3315.0,3400.0
400700,VULCANIZED RUBBER THREAD AND CORD,0014,79182.0,9532.0,14440.0
400700,VULCANIZED RUBBER THREAD AND CORD,0022,9860.0,3315.0,3400.0
400700,VULCANIZED RUBBER THREAD AND CORD,5700,19525.0,6217.0,8320.0
400700,VULCANIZED RUBBER THREAD AND CORD,5880,9860.0,3315.0,3400.0
4008,"PLATES, SHEETS, PROFILE SHAPES ETC, SOFT VULC RUBR",0003,423141.0,107399.0,458866.0
4008,"PLATES, SHEETS, PROFILE SHAPES ETC, SOFT VULC RUBR",0023,410553.0,106910.0,452499.0
4008,"PLATES, SHEETS, PROFILE SHAPES ETC, SOFT VULC RUBR",0025,421167.0,107111.0,457903.0
4008,"PLATES, SHEETS, PROFILE SHAPES ETC, SOFT VULC RUBR",4210,209485.0,88848.0,179858.0
4008,"PLATES, SHEETS, PROFILE SHAPES ETC, SOFT VULC RUBR",4280,93140.0,9408.0,102184.0
4008,"PLATES, SHEETS, PROFILE SHAPES ETC, SOFT VULC RUBR",4XXX,423141.0,107655.0,458866.0
4008,"PLATES, SHEETS, PROFILE SHAPES ETC, SOFT VULC RUBR",5330,513627.0,324169.0,814322.0
4008,"PLATES, SHEETS, PROFILE SHAPES ETC, SOFT VULC RUBR",5490,345678.0,344321.0,394590.0
4008,"PLATES, SHEETS, PROFILE SHAPES ETC, SOFT VULC RUBR",5830,107302.0,62794.0,370869.0
400811,"PLATE, SHEET & STRIP VULCANIZED RUB, CELLULAR RUB",0003,262589.0,90018.0,319398.0
400811,"PLATE, SHEET & STRIP VULCANIZED RUB, CELLULAR RUB",0022,425476.0,324241.0,404946.0
400811,"PLATE, SHEET & STRIP VULCANIZED RUB, CELLULAR RUB",0023,262589.0,90018.0,319398.0
400811,"PLATE, SHEET & STRIP VULCANIZED RUB, CELLULAR RUB",0025,262589.0,90018.0,319398.0
400811,"PLATE, SHEET & STRIP VULCANIZED RUB, CELLULAR RUB",4210,208527.0,88848.0,179858.0
400811,"PLATE, SHEET & STRIP VULCANIZED RUB, CELLULAR RUB",4280,54062.0,1170.0,84504.0
400811,"PLATE, SHEET & STRIP VULCANIZED RUB, CELLULAR RUB",4XXX,262589.0,90018.0,319398.0
400811,"PLATE, SHEET & STRIP VULCANIZED RUB, CELLULAR RUB",5330,460719.0,322895.0,542353.0
400819,"RODS & PROFILE SHAPE VULCANIZED RUB, CELLULAR RUB",0022,26631.0,20473.0,21682.0
400819,"RODS & PROFILE SHAPE VULCANIZED RUB, CELLULAR RUB",5830,101334.0,16183.0,186523.0
400819,"RODS & PROFILE SHAPE VULCANIZED RUB, CELLULAR RUB",5880,23310.0,15701.0,17916.0
400821,"PLATES OF VULCANIZED RUB, OF NONCELLULAR RUBBER",0003,91910.0,1780.0,91658.0
400821,"PLATES OF VULCANIZED RUB, OF NONCELLULAR RUBBER",0023,91521.0,1780.0,91658.0
400821,"PLATES OF VULCANIZED RUB, OF NONCELLULAR RUBBER",0025,91910.0,1780.0,91658.0
400821,"PLATES OF VULCANIZED RUB, OF NONCELLULAR RUBBER",4XXX,91910.0,1780.0,91658.0
400821,"PLATES OF VULCANIZED RUB, OF NONCELLULAR RUBBER",5330,52908.0,746.0,267265.0
400829,"RODS OF VULCANIZED RUB, OF NONCELLULAR RUB, NESOI",0003,65321.0,11085.0,44044.0
400829,"RODS OF VULCANIZED RUB, OF NONCELLULAR RUB, NESOI",0023,53122.0,10340.0,37677.0
400829,"RODS OF VULCANIZED RUB, OF NONCELLULAR RUB, NESOI",0025,65019.0,11085.0,43685.0
400829,"RODS OF VULCANIZED RUB, OF NONCELLULAR RUB, NESOI",4280,37087.0,2230.0,10619.0
400829,"RODS OF VULCANIZED RUB, OF NONCELLULAR RUB, NESOI",4XXX,65321.0,11085.0,44044.0
4009,"TUBES, PIPES & HOSES OF UNHARD VULCANIZED RUBBER",0023,542547.0,308826.0,361083.0
4009,"TUBES, PIPES & HOSES OF UNHARD VULCANIZED RUBBER",0025,269329.0,144863.0,156516.0
4009,"TUBES, PIPES & HOSES OF UNHARD VULCANIZED RUBBER",4120,27484.0,4461.0,5663.0
4009,"TUBES, PIPES & HOSES OF UNHARD VULCANIZED RUBBER",4280,152872.0,105142.0,121820.0
4009,"TUBES, PIPES & HOSES OF UNHARD VULCANIZED RUBBER",4330,1309.0,831.0,927.0
4009,"TUBES, PIPES & HOSES OF UNHARD VULCANIZED RUBBER",4351,36902.0,26880.0,35910.0
4009,"TUBES, PIPES & HOSES OF UNHARD VULCANIZED RUBBER",4710,20644.0,9624.0,13265.0
4009,"TUBES, PIPES & HOSES OF UNHARD VULCANIZED RUBBER",4801,3154.0,1740.0,6098.0
4009,"TUBES, PIPES & HOSES OF UNHARD VULCANIZED RUBBER",4870,720.0,557.0,1789.0
4009,"TUBES, PIPES & HOSES OF UNHARD VULCANIZED RUBBER",4890,100860.0,11007.0,80640.0
4009,"TUBES, PIPES & HOSES OF UNHARD VULCANIZED RUBBER",4XXX,550007.0,313541.0,375225.0
4009,"TUBES, PIPES & HOSES OF UNHARD VULCANIZED RUBBER",5490,463135.0,297419.0,314466.0
4009,"TUBES, PIPES & HOSES OF UNHARD VULCANIZED RUBBER",5520,307763.0,34031.0,387148.0
4009,"TUBES, PIPES & HOSES OF UNHARD VULCANIZED RUBBER",5830,400148.0,254239.0,382901.0
4009,"TUBES, PIPES & HOSES OF UNHARD VULCANIZED RUBBER",7140,802.0,315.0,1025.0
4009,"TUBES, PIPES & HOSES OF UNHARD VULCANIZED RUBBER",7XXX,802.0,315.0,1025.0
400911,"PIPE, NT REINFORCED/COMBINE W/MATERIAL, W/O FITTIN",0003,36021.0,29905.0,32648.0
400911,"PIPE, NT REINFORCED/COMBINE W/MATERIAL, W/O FITTIN",0023,35838.0,30414.0,32051.0
400911,"PIPE, NT REINFORCED/COMBINE W/MATERIAL, W/O FITTIN",0025,22475.0,20212.0,27784.0
400911,"PIPE, NT REINFORCED/COMBINE W/MATERIAL, W/O FITTIN",4280,19078.0,18577.0,25623.0
400911,"PIPE, NT REINFORCED/COMBINE W/MATERIAL, W/O FITTIN",4XXX,36846.0,30770.0,32978.0
400911,"PIPE, NT REINFORCED/COMBINE W/MATERIAL, W/O FITTIN",5490,40180.0,16583.0,190942.0
400911,"PIPE, NT REINFORCED/COMBINE W/MATERIAL, W/O FITTIN",5600,2377.0,297.0,5347.0
400911,"PIPE, NT REINFORCED/COMBINE W/MATERIAL, W/O FITTIN",5830,233056.0,47228.0,246261.0
400912,"PIPE, NT REINFORCED/COMB. W/ MATERIALS W/ FITTINGS",4801,1893.0,1157.0,4522.0
400912,"PIPE, NT REINFORCED/COMB. W/ MATERIALS W/ FITTINGS",5330,1121.0,538.0,757.0
400922,"PIPES, VULC RUB, REINF/COMBO WITH METAL,W/ FITTING",0025,5518.0,2140.0,2890.0
400922,"PIPES, VULC RUB, REINF/COMBO WITH METAL,W/ FITTING",4280,2916.0,1052.0,1783.0
400922,"PIPES, VULC RUB, REINF/COMBO WITH METAL,W/ FITTING",4700,386.0,257.0,482.0
400931,"PIPE, REINFORCED/COMBINE W/ TEXTILES, W/O FITTINGS",0003,138403.0,78274.0,107660.0
400931,"PIPE, REINFORCED/COMBINE W/ TEXTILES, W/O FITTINGS",0023,200009.0,83115.0,149289.0
400931,"PIPE, REINFORCED/COMBINE W/ TEXTILES, W/O FITTINGS",0025,74884.0,29601.0,48290.0
400931,"PIPE, REINFORCED/COMBINE W/ TEXTILES, W/O FITTINGS",4280,39844.0,18440.0,42079.0
400931,"PIPE, REINFORCED/COMBINE W/ TEXTILES, W/O FITTINGS",4351,17426.0,14866.0,24720.0
400931,"PIPE, REINFORCED/COMBINE W/ TEXTILES, W/O FITTINGS",4370,24664.0,14258.0,20162.0
400931,"PIPE, REINFORCED/COMBINE W/ TEXTILES, W/O FITTINGS",4710,3754.0,2152.0,2523.0
400931,"PIPE, REINFORCED/COMBINE W/ TEXTILES, W/O FITTINGS",4890,38212.0,4841.0,41629.0
400931,"PIPE, REINFORCED/COMBINE W/ TEXTILES, W/O FITTINGS",4XXX,200604.0,83115.0,149289.0
400931,"PIPE, REINFORCED/COMBINE W/ TEXTILES, W/O FITTINGS",5490,84623.0,33642.0,104428.0
400931,"PIPE, REINFORCED/COMBINE W/ TEXTILES, W/O FITTINGS",5700,866396.0,544299.0,866956.0
400932,"PIPE OF VUL RUB,REINF W/ TEXT ONLY MAT,W/FITTINGS",0003,56693.0,35198.0,48463.0
400932,"PIPE OF VUL RUB,REINF W/ TEXT ONLY MAT,W/FITTINGS",0023,60871.0,36368.0,52082.0
400932,"PIPE OF VUL RUB,REINF W/ TEXT ONLY MAT,W/FITTINGS",0025,40402.0,25419.0,35550.0
400932,"PIPE OF VUL RUB,REINF W/ TEXT ONLY MAT,W/FITTINGS",4280,22627.0,5997.0,19852.0
400932,"PIPE OF VUL RUB,REINF W/ TEXT ONLY MAT,W/FITTINGS",4351,8258.0,644.0,3860.0
400932,"PIPE OF VUL RUB,REINF W/ TEXT ONLY MAT,W/FITTINGS",4801,1006.0,583.0,1576.0
400932,"PIPE OF VUL RUB,REINF W/ TEXT ONLY MAT,W/FITTINGS",4890,3306.0,1170.0,1240.0
400932,"PIPE OF VUL RUB,REINF W/ TEXT ONLY MAT,W/FITTINGS",4XXX,61877.0,36951.0,53658.0
400932,"PIPE OF VUL RUB,REINF W/ TEXT ONLY MAT,W/FITTINGS",5520,69987.0,23204.0,97138.0
400941,"PIPE, REINFORCED/COMBINE W/ MATERIAL, W/O FITTINGS",0022,276153.0,178660.0,197467.0
400941,"PIPE, REINFORCED/COMBINE W/ MATERIAL, W/O FITTINGS",0023,71034.0,26398.0,29302.0
400941,"PIPE, REINFORCED/COMBINE W/ MATERIAL, W/O FITTINGS",4280,10660.0,7528.0,9266.0
400941,"PIPE, REINFORCED/COMBINE W/ MATERIAL, W/O FITTINGS",4XXX,71289.0,26881.0,29302.0
400941,"PIPE, REINFORCED/COMBINE W/ MATERIAL, W/O FITTINGS",5830,79104.0,2491.0,3062.0
400942,"PIPE, REINFRCD/COMB W/OTHER TEXTILE MAT,W/FITTINGS",0027,210818.0,4650.0,301148.0
400942,"PIPE, REINFRCD/COMB W/OTHER TEXTILE MAT,W/FITTINGS",4010,1821.0,545.0,853.0
400942,"PIPE, REINFRCD/COMB W/OTHER TEXTILE MAT,W/FITTINGS",4759,1889.0,375.0,2407.0
400942,"PIPE, REINFRCD/COMB W/OTHER TEXTILE MAT,W/FITTINGS",5490,22271.0,3358.0,15053.0
400942,"PIPE, REINFRCD/COMB W/OTHER TEXTILE MAT,W/FITTINGS",5600,687.0,385.0,657.0
400942,"PIPE, REINFRCD/COMB W/OTHER TEXTILE MAT,W/FITTINGS",5700,495249.0,446948.0,458405.0
400942,"PIPE, REINFRCD/COMB W/OTHER TEXTILE MAT,W/FITTINGS",7140,802.0,315.0,1025.0
400942,"PIPE, REINFRCD/COMB W/OTHER TEXTILE MAT,W/FITTINGS",7XXX,802.0,315.0,1025.0
4010,CONVEYOR OR TRANSMISS BELTS OF VULCANIZED RUBBER,0003,114704.0,90824.0,212712.0
4010,CONVEYOR OR TRANSMISS BELTS OF VULCANIZED RUBBER,0014,7749703.0,5707376.0,6234067.0
4010,CONVEYOR OR TRANSMISS BELTS OF VULCANIZED RUBBER,0023,116125.0,102593.0,216370.0
4010,CONVEYOR OR TRANSMISS BELTS OF VULCANIZED RUBBER,0025,89901.0,77434.0,196289.0
4010,CONVEYOR OR TRANSMISS BELTS OF VULCANIZED RUBBER,0026,8386181.0,6052350.0,6812998.0
4010,CONVEYOR OR TRANSMISS BELTS OF VULCANIZED RUBBER,0027,1152261.0,810170.0,1306463.0
4010,CONVEYOR OR TRANSMISS BELTS OF VULCANIZED RUBBER,4279,640.0,408.0,543.0
4010,CONVEYOR OR TRANSMISS BELTS OF VULCANIZED RUBBER,4700,28780.0,25108.0,29174.0
4010,CONVEYOR OR TRANSMISS BELTS OF VULCANIZED RUBBER,4XXX,116125.0,102878.0,217172.0
4010,CONVEYOR OR TRANSMISS BELTS OF VULCANIZED RUBBER,5490,634035.0,344974.0,578931.0
4010,CONVEYOR OR TRANSMISS BELTS OF VULCANIZED RUBBER,5600,484081.0,313631.0,727532.0
4010,CONVEYOR OR TRANSMISS BELTS OF VULCANIZED RUBBER,5700,1883252.0,923748.0,1668572.0
4010,CONVEYOR OR TRANSMISS BELTS OF VULCANIZED RUBBER,5830,1009239.0,715197.0,1070365.0
4010,CONVEYOR OR TRANSMISS BELTS OF VULCANIZED RUBBER,5XXX,8470615.0,6122439.0,6813644.0
401011,CONVEYOR BELTS OR BELTING REINFORCED WITH METAL,0014,72874.0,5773.0,68787.0
401011,CONVEYOR BELTS OR BELTING REINFORCED WITH METAL,0026,72874.0,5773.0,68787.0
401011,CONVEYOR BELTS OR BELTING REINFORCED WITH METAL,5XXX,72874.0,5773.0,68787.0
401012,CONVEYOR BELTS REINFORCED WITH TEXTILE MATERIALS,0003,4912.0,624.0,114477.0
401012,CONVEYOR BELTS REINFORCED WITH TEXTILE MATERIALS,0014,1900228.0,1394626.0,2149076.0
401012,CONVEYOR BELTS REINFORCED WITH TEXTILE MATERIALS,0023,6333.0,3962.0,114477.0
401012,CONVEYOR BELTS REINFORCED WITH TEXTILE MATERIALS,0025,4912.0,285.0,105727.0
401012,CONVEYOR BELTS REINFORCED WITH TEXTILE MATERIALS,0026,1900228.0,1394626.0,2149076.0
401012,CONVEYOR BELTS REINFORCED WITH TEXTILE MATERIALS,4XXX,6333.0,4247.0,114477.0
401012,CONVEYOR BELTS REINFORCED WITH TEXTILE MATERIALS,5700,1125737.0,426380.0,1160737.0
401012,CONVEYOR BELTS REINFORCED WITH TEXTILE MATERIALS,5830,474725.0,271698.0,776212.0
401012,CONVEYOR BELTS REINFORCED WITH TEXTILE MATERIALS,5XXX,1900228.0,1394626.0,2149076.0
401019,"CONVEYOR BELTS/BELTING OF VULCANIZE RUBBER, NESOI",0022,57126.0,32447.0,43380.0
401019,"CONVEYOR BELTS/BELTING OF VULCANIZE RUBBER, NESOI",5700,7453.0,5573.0,125869.0
401019,"CONVEYOR BELTS/BELTING OF VULCANIZE RUBBER, NESOI",5880,48836.0,24016.0,43380.0
401031,ENDLESS TRANS. BELTS V-BLET/V-RIBBED/CIRC 60-180CM,0003,68171.0,42332.0,52065.0
401031,ENDLESS TRANS. BELTS V-BLET/V-RIBBED/CIRC 60-180CM,0014,1189493.0,787499.0,919934.0
401031,ENDLESS TRANS. BELTS V-BLET/V-RIBBED/CIRC 60-180CM,0022,920480.0,688861.0,737236.0
401031,ENDLESS TRANS. BELTS V-BLET/V-RIBBED/CIRC 60-180CM,0023,68171.0,42332.0,55723.0
401031,ENDLESS TRANS. BELTS V-BLET/V-RIBBED/CIRC 60-180CM,0025,43633.0,30636.0,45424.0
401031,ENDLESS TRANS. BELTS V-BLET/V-RIBBED/CIRC 60-180CM,0026,1192889.0,795151.0,964407.0
401031,ENDLESS TRANS. BELTS V-BLET/V-RIBBED/CIRC 60-180CM,0027,113490.0,22797.0,191618.0
401031,ENDLESS TRANS. BELTS V-BLET/V-RIBBED/CIRC 60-180CM,4280,14785.0,12280.0,21864.0
401031,ENDLESS TRANS. BELTS V-BLET/V-RIBBED/CIRC 60-180CM,4700,24465.0,17680.0,19673.0
401031,ENDLESS TRANS. BELTS V-BLET/V-RIBBED/CIRC 60-180CM,4XXX,68171.0,42332.0,56525.0
401031,ENDLESS TRANS. BELTS V-BLET/V-RIBBED/CIRC 60-180CM,5600,110094.0,15145.0,147145.0
401031,ENDLESS TRANS. BELTS V-BLET/V-RIBBED/CIRC 60-180CM,5880,835089.0,599723.0,676265.0
401031,ENDLESS TRANS. BELTS V-BLET/V-RIBBED/CIRC 60-180CM,5XXX,1192889.0,802322.0,965053.0
401032,"ENDLESS TRANS. BELTS V-BLET, CIRC 60-180CM, NESOI",0003,3485.0,2686.0,15084.0
401032,"ENDLESS TRANS. BELTS V-BLET, CIRC 60-180CM, NESOI",0023,3485.0,2686.0,15084.0
401032,"ENDLESS TRANS. BELTS V-BLET, CIRC 60-180CM, NESOI",0025,3485.0,2686.0,15084.0
401032,"ENDLESS TRANS. BELTS V-BLET, CIRC 60-180CM, NESOI",0027,392034.0,305579.0,379657.0
401032,"ENDLESS TRANS. BELTS V-BLET, CIRC 60-180CM, NESOI",4280,1333.0,1324.0,6357.0
401032,"ENDLESS TRANS. BELTS V-BLET, CIRC 60-180CM, NESOI",4XXX,3485.0,2686.0,15084.0
401032,"ENDLESS TRANS. BELTS V-BLET, CIRC 60-180CM, NESOI",5490,312369.0,178787.0,268483.0
401033,ENDLESS TRANS BELTS V-BLET/V-RIBBED/CIRC 180-240CM,0003,13169.0,6286.0,17752.0
401033,ENDLESS TRANS BELTS V-BLET/V-RIBBED/CIRC 180-240CM,0023,13169.0,6286.0,17752.0
401033,ENDLESS TRANS BELTS V-BLET/V-RIBBED/CIRC 180-240CM,0025,13169.0,4931.0,17752.0
401033,ENDLESS TRANS BELTS V-BLET/V-RIBBED/CIRC 180-240CM,4280,10899.0,4307.0,16090.0
401033,ENDLESS TRANS BELTS V-BLET/V-RIBBED/CIRC 180-240CM,4700,744.0,624.0,1662.0
401033,ENDLESS TRANS BELTS V-BLET/V-RIBBED/CIRC 180-240CM,4XXX,13169.0,6286.0,17752.0
401034,"ENDLESS TRANS. BELTS V-BLET, CIRC 180-240CM, NESOI",0014,130912.0,106395.0,191245.0
401034,"ENDLESS TRANS. BELTS V-BLET, CIRC 180-240CM, NESOI",0026,142928.0,112740.0,195226.0
401034,"ENDLESS TRANS. BELTS V-BLET, CIRC 180-240CM, NESOI",0027,111378.0,99194.0,193975.0
401034,"ENDLESS TRANS. BELTS V-BLET, CIRC 180-240CM, NESOI",5600,99362.0,92317.0,189994.0
401034,"ENDLESS TRANS. BELTS V-BLET, CIRC 180-240CM, NESOI",5XXX,142928.0,112740.0,195226.0
401035,"ENDLESS SYNCHRON BLT, CIRCUMFERENCE >60CM <150CM",0022,265844.0,130354.0,184755.0
401035,"ENDLESS SYNCHRON BLT, CIRCUMFERENCE >60CM <150CM",5880,264504.0,130354.0,183649.0
401036,"ENDLESS SYNCHRON BLT, CIRCUMFERENCE >150CM <198CM",0027,2715.0,1720.0,39982.0
401039,"TRANSMISSION BELT/BELTING, OF VULCANIZE RUB, NESOI",0027,507417.0,236252.0,422540.0
401039,"TRANSMISSION BELT/BELTING, OF VULCANIZE RUB, NESOI",5490,306254.0,148622.0,160586.0
401039,"TRANSMISSION BELT/BELTING, OF VULCANIZE RUB, NESOI",5600,187455.0,64876.0,261954.0
401039,"TRANSMISSION BELT/BELTING, OF VULCANIZE RUB, NESOI",5700,325679.0,75943.0,117795.0
4011,"NEW PNEUMATIC TIRES, OF RUBBER",0003,2033845.0,1138871.0,3337371.0
4011,"NEW PNEUMATIC TIRES, OF RUBBER",0023,2686623.0,2226949.0,4875647.0
4011,"NEW PNEUMATIC TIRES, OF RUBBER",0025,1676098.0,997843.0,3028249.0
4011,"NEW PNEUMATIC TIRES, OF RUBBER",0027,124390135.0,102534198.0,116234708.0
4011,"NEW PNEUMATIC TIRES, OF RUBBER",3310,412577.0,135611.0,213877.0
4011,"NEW PNEUMATIC TIRES, OF RUBBER",4120,236437.0,39272.0,599897.0
4011,"NEW PNEUMATIC TIRES, OF RUBBER",4280,986913.0,581392.0,1643974.0
4011,"NEW PNEUMATIC TIRES, OF RUBBER",4623,101835.0,85830.0,171579.0
4011,"NEW PNEUMATIC TIRES, OF RUBBER",4710,347376.0,310989.0,1297260.0
4011,"NEW PNEUMATIC TIRES, OF RUBBER",4XXX,2898289.0,2437180.0,5108533.0
4011,"NEW PNEUMATIC TIRES, OF RUBBER",5490,73708243.0,52126752.0,63958208.0
4011,"NEW PNEUMATIC TIRES, OF RUBBER",5520,24511501.0,16765902.0,18616915.0
4011,"NEW PNEUMATIC TIRES, OF RUBBER",5570,4652570.0,3368883.0,6343449.0
4011,"NEW PNEUMATIC TIRES, OF RUBBER",5600,17544872.0,16627932.0,18885241.0
4011,"NEW PNEUMATIC TIRES, OF RUBBER",5830,11869356.0,9123466.0,10277768.0
401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",0003,1933751.0,1126610.0,3268607.0
401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",0023,2608589.0,2217366.0,4767002.0
401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",0025,1576004.0,985582.0,2959485.0
401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",0027,55883561.0,44648085.0,56433598.0
401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",4120,236437.0,39272.0,599897.0
401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",4280,984357.0,581392.0,1624358.0
401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",4623,101835.0,76514.0,171579.0
401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",4710,347376.0,310989.0,1284055.0
401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",4XXX,2729792.0,2415069.0,4999888.0
401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",5330,261227.0,202971.0,257284.0
401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",5490,30306736.0,17379760.0,26622760.0
401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",5570,3958550.0,3236188.0,5851582.0
401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",5600,11744427.0,11329212.0,14037511.0
401120,"NEW PNEUMATIC TIRES OF RUBBER, FOR BUSES OR TRUCKS",0023,39205.0,9583.0,67157.0
401120,"NEW PNEUMATIC TIRES OF RUBBER, FOR BUSES OR TRUCKS",0027,57977110.0,52272041.0,52316864.0
401120,"NEW PNEUMATIC TIRES OF RUBBER, FOR BUSES OR TRUCKS",3310,412577.0,120101.0,213877.0
401120,"NEW PNEUMATIC TIRES OF RUBBER, FOR BUSES OR TRUCKS",4XXX,39205.0,22111.0,67157.0
401120,"NEW PNEUMATIC TIRES OF RUBBER, FOR BUSES OR TRUCKS",5490,35324035.0,30908288.0,33183459.0
401120,"NEW PNEUMATIC TIRES OF RUBBER, FOR BUSES OR TRUCKS",5520,14005621.0,9343622.0,10382631.0
401120,"NEW PNEUMATIC TIRES OF RUBBER, FOR BUSES OR TRUCKS",5570,612775.0,77841.0,430558.0
401140,"NEW PNEUMATIC TIRES, OF RUBBER, USED ON MOTORCYCLE",0027,2590583.0,291720.0,673793.0
401140,"NEW PNEUMATIC TIRES, OF RUBBER, USED ON MOTORCYCLE",5490,2588955.0,227565.0,597154.0
401140,"NEW PNEUMATIC TIRES, OF RUBBER, USED ON MOTORCYCLE",5830,364598.0,275263.0,278801.0
401150,"NEW PNEUMATIC TIRES, OF RUBBER, USED ON BICYCLES",0014,2194842.0,1277334.0,2413487.0
401150,"NEW PNEUMATIC TIRES, OF RUBBER, USED ON BICYCLES",0022,234241.0,63485.0,68914.0
401150,"NEW PNEUMATIC TIRES, OF RUBBER, USED ON BICYCLES",0026,2673856.0,1729650.0,2512398.0
401150,"NEW PNEUMATIC TIRES, OF RUBBER, USED ON BICYCLES",5600,46773.0,1190.0,54400.0
401150,"NEW PNEUMATIC TIRES, OF RUBBER, USED ON BICYCLES",5700,1084111.0,377638.0,472072.0
401150,"NEW PNEUMATIC TIRES, OF RUBBER, USED ON BICYCLES",5XXX,2673856.0,1786567.0,2512398.0
401170,"NEW PNEUMATIC RUBBER TIRES,USED ON AG/FORESTRY VEH",0027,539405.0,437213.0,584191.0
401170,"NEW PNEUMATIC RUBBER TIRES,USED ON AG/FORESTRY VEH",5520,291778.0,19190.0,535510.0
401180,NEW PNEUMATC RUB TIRES USED ON CONSTRUC/MINING/IND,0027,3182316.0,1024757.0,3433412.0
